week,date,day,home,score,away,xG,xG_1,venue,referee
21,2023-02-10,Fri,Cádiz,2–0,Girona,0.7,0.2,Estadio Nuevo Mirandilla,Juan Pulido
21,2023-02-11,Sat,Almería,2–3,Betis,2.3,2.5,Power Horse Stadium,Hsu Jason
21,2023-02-11,Sat,Sevilla,2–0,Mallorca,2.1,0.3,Estadio Ramón Sánchez Pizjuán,Javier Villanueva
21,2023-02-11,Sat,Valencia,1–2,Athletic Club,1.6,1.5,Estadio de Mestalla,César Soto
21,2023-02-12,Sun,Getafe,1–1,Rayo Vallecano,1.4,2.2,Coliseum Alfonso Pérez,Isidro Díaz de Mera
21,2023-02-12,Sun,Celta Vigo,0–1,Atlético Madrid,0.9,0.9,Estadio de Balaídos,Jorge Figueroa
21,2023-02-12,Sun,Valladolid,0–0,Osasuna,1.6,0.7,Estadio Municipal José Zorrilla,Guillermo Cuadra
21,2023-02-12,Sun,Villarreal,0–1,Barcelona,1.1,1.7,Estadio de la Cerámica,Alejandro Hernández
21,2023-02-13,Mon,Espanyol,2–3,Real Sociedad,1.2,1.4,RCDE Stadium,Alejandro Muñíz
21,2023-02-15,Wed,Real Madrid,4–0,Elche,4.1,0.6,Estadio Santiago Bernabéu,Ricardo de Burgos
22,2023-02-17,Fri,Girona,6–2,Almería,3.0,1.8,Estadi Municipal de Montilivi,Valentín Pizarro
22,2023-02-18,Sat,Real Sociedad,1–1,Celta Vigo,1.4,1.4,Reale Arena,Miguel Ángel Ortiz Arias
22,2023-02-18,Sat,Betis,2–1,Valladolid,2.4,1.0,Estadio Benito Villamarín,Antonio Matéu
22,2023-02-18,Sat,Mallorca,4–2,Villarreal,2.2,1.2,Iberostar Estadi,José Sánchez
22,2023-02-18,Sat,Osasuna,0–2,Real Madrid,0.5,1.3,Estadio El Sadar,José Luis Munuera
22,2023-02-19,Sun,Elche,0–1,Espanyol,1.8,1.3,Estadio Manuel Martínez Valero,Carlos del Cerro
22,2023-02-19,Sun,Rayo Vallecano,1–1,Sevilla,1.3,0.5,Estadio del Rayo Vallecano,Jesús Gil
22,2023-02-19,Sun,Atlético Madrid,1–0,Athletic Club,1.2,0.8,Estadio Cívitas Metropolitano,Juan Martínez
22,2023-02-19,Sun,Barcelona,2–0,Cádiz,2.2,1.0,Camp Nou,Pablo González
22,2023-02-20,Mon,Getafe,1–0,Valencia,1.8,1.0,Coliseum Alfonso Pérez,Mario Melero
23,2023-02-24,Fri,Elche,2–3,Betis,1.0,4.1,Estadio Manuel Martínez Valero,Javier Villanueva
23,2023-02-25,Sat,Espanyol,2–1,Mallorca,1.4,0.7,RCDE Stadium,Hsu Jason
23,2023-02-25,Sat,Cádiz,1–0,Rayo Vallecano,0.8,0.6,Estadio Nuevo Mirandilla,Alejandro Muñíz
23,2023-02-25,Sat,Real Madrid,1–1,Atlético Madrid,1.6,0.3,Estadio Santiago Bernabéu,Jesús Gil
23,2023-02-25,Sat,Valencia,1–0,Real Sociedad,0.5,0.7,Estadio de Mestalla,Alejandro Hernández
23,2023-02-26,Sun,Athletic Club,2–3,Girona,1.6,1.1,San Mamés,Isidro Díaz de Mera
23,2023-02-26,Sun,Celta Vigo,3–0,Valladolid,1.8,0.5,Estadio de Balaídos,Ricardo de Burgos
23,2023-02-26,Sun,Almería,1–0,Barcelona,1.0,1.4,Power Horse Stadium,Miguel Ángel Ortiz Arias
23,2023-02-26,Sun,Sevilla,2–3,Osasuna,1.7,0.9,Estadio Ramón Sánchez Pizjuán,Juan Pulido
23,2023-02-27,Mon,Villarreal,2–1,Getafe,1.5,0.6,Estadio de la Cerámica,Jorge Figueroa
24,2023-03-03,Fri,Real Sociedad,0–0,Cádiz,1.2,0.6,Reale Arena,Antonio Matéu
24,2023-03-04,Sat,Getafe,3–2,Girona,1.5,0.8,Coliseum Alfonso Pérez,Juan Martínez
24,2023-03-04,Sat,Almería,0–2,Villarreal,0.4,2.1,Power Horse Stadium,Pablo González
24,2023-03-04,Sat,Mallorca,0–1,Elche,0.9,0.9,Iberostar Estadi,José Luis Munuera
24,2023-03-04,Sat,Atlético Madrid,6–1,Sevilla,3.2,1.5,Estadio Cívitas Metropolitano,Guillermo Cuadra
24,2023-03-05,Sun,Valladolid,2–1,Espanyol,1.4,1.2,Estadio Municipal José Zorrilla,Valentín Pizarro
24,2023-03-05,Sun,Barcelona,1–0,Valencia,1.8,1.0,Camp Nou,Hsu Jason
24,2023-03-05,Sun,Rayo Vallecano,0–0,Athletic Club,1.1,1.3,Estadio del Rayo Vallecano,Mario Melero
24,2023-03-05,Sun,Betis,0–0,Real Madrid,0.5,1.5,Estadio Benito Villamarín,César Soto
24,2023-03-06,Mon,Osasuna,0–0,Celta Vigo,0.8,1.1,Estadio El Sadar,José Sánchez
25,2023-03-10,Fri,Cádiz,2–2,Getafe,1.7,2.7,Estadio Nuevo Mirandilla,Alejandro Hernández
25,2023-03-11,Sat,Real Madrid,3–1,Espanyol,1.7,1.2,Estadio Santiago Bernabéu,Jorge Figueroa
25,2023-03-11,Sat,Elche,1–1,Valladolid,2.0,0.2,Estadio Manuel Martínez Valero,Isidro Díaz de Mera
25,2023-03-11,Sat,Celta Vigo,3–0,Rayo Vallecano,2.4,1.1,Estadio de Balaídos,Juan Pulido
25,2023-03-11,Sat,Valencia,1–0,Osasuna,1.7,0.3,Estadio de Mestalla,Javier Villanueva
25,2023-03-12,Sun,Mallorca,1–1,Real Sociedad,1.4,0.5,Iberostar Estadi,Juan Martínez
25,2023-03-12,Sun,Sevilla,2–1,Almería,3.0,1.1,Estadio Ramón Sánchez Pizjuán,Ricardo de Burgos
25,2023-03-12,Sun,Villarreal,1–1,Betis,1.7,1.0,Estadio de la Cerámica,Miguel Ángel Ortiz Arias
25,2023-03-12,Sun,Athletic Club,0–1,Barcelona,0.9,0.9,San Mamés,Jesús Gil
25,2023-03-13,Mon,Girona,0–1,Atlético Madrid,0.4,1.9,Estadi Municipal de Montilivi,Mario Melero
26,2023-03-17,Fri,Valladolid,1–3,Athletic Club,1.1,2.6,Estadio Municipal José Zorrilla,Hsu Jason
26,2023-03-18,Sat,Almería,1–1,Cádiz,2.4,1.4,Power Horse Stadium,Carlos del Cerro
26,2023-03-18,Sat,Rayo Vallecano,2–2,Girona,1.9,1.8,Estadio del Rayo Vallecano,Pablo González
26,2023-03-18,Sat,Espanyol,1–3,Celta Vigo,1.2,1.6,RCDE Stadium,Guillermo Cuadra
26,2023-03-18,Sat,Atlético Madrid,3–0,Valencia,1.9,1.0,Estadio Cívitas Metropolitano,José Luis Munuera
26,2023-03-19,Sun,Betis,1–0,Mallorca,0.8,0.2,Estadio Benito Villamarín,Valentín Pizarro
26,2023-03-19,Sun,Osasuna,0–3,Villarreal,0.9,1.8,Estadio El Sadar,Alejandro Muñíz
26,2023-03-19,Sun,Real Sociedad,2–0,Elche,2.0,0.1,Reale Arena,José Sánchez
26,2023-03-19,Sun,Getafe,2–0,Sevilla,1.7,1.0,Coliseum Alfonso Pérez,Antonio Matéu
26,2023-03-19,Sun,Barcelona,2–1,Real Madrid,1.6,0.5,Camp Nou,Ricardo de Burgos
27,2023-03-31,Fri,Mallorca,0–0,Osasuna,0.5,0.5,Iberostar Estadi,Isidro Díaz de Mera
27,2023-04-01,Sat,Girona,2–1,Espanyol,1.6,1.0,Estadi Municipal de Montilivi,Miguel Ángel Ortiz Arias
27,2023-04-01,Sat,Athletic Club,0–0,Getafe,0.9,0.8,San Mamés,Javier Villanueva
27,2023-04-01,Sat,Cádiz,0–2,Sevilla,1.1,1.1,Estadio Nuevo Mirandilla,César Soto
27,2023-04-01,Sat,Elche,0–4,Barcelona,0.8,1.7,Estadio Manuel Martínez Valero,Carlos del Cerro
27,2023-04-02,Sun,Celta Vigo,2–2,Almería,2.0,1.0,Estadio de Balaídos,Alejandro Hernández
27,2023-04-02,Sun,Real Madrid,6–0,Valladolid,4.5,0.8,Estadio Santiago Bernabéu,Juan Pulido
27,2023-04-02,Sun,Villarreal,2–0,Real Sociedad,2.7,1.0,Estadio de la Cerámica,Jesús Gil
27,2023-04-02,Sun,Atlético Madrid,1–0,Betis,1.6,0.6,Estadio Cívitas Metropolitano,Juan Martínez
27,2023-04-03,Mon,Valencia,1–1,Rayo Vallecano,2.3,0.8,Estadio de Mestalla,Jorge Figueroa
28,2023-04-07,Fri,Sevilla,2–2,Celta Vigo,0.4,0.6,Estadio Ramón Sánchez Pizjuán,Valentín Pizarro
28,2023-04-08,Sat,Osasuna,2–1,Elche,1.2,0.7,Estadio El Sadar,Pablo González
28,2023-04-08,Sat,Espanyol,1–2,Athletic Club,0.9,2.3,RCDE Stadium,José Luis Munuera
28,2023-04-08,Sat,Real Sociedad,2–0,Getafe,2.1,0.3,Reale Arena,Mario Melero
28,2023-04-08,Sat,Real Madrid,2–3,Villarreal,2.4,1.5,Estadio Santiago Bernabéu,Hsu Jason
28,2023-04-09,Sun,Valladolid,3–3,Mallorca,1.2,1.8,Estadio Municipal José Zorrilla,Alejandro Muñíz
28,2023-04-09,Sun,Betis,0–2,Cádiz,1.2,2.9,Estadio Benito Villamarín,Guillermo Cuadra
28,2023-04-09,Sun,Almería,2–1,Valencia,0.9,1.3,Power Horse Stadium,José Sánchez
28,2023-04-09,Sun,Rayo Vallecano,1–2,Atlético Madrid,0.7,1.9,Estadio del Rayo Vallecano,Ricardo de Burgos
28,2023-04-10,Mon,Barcelona,0–0,Girona,1.3,0.6,Camp Nou,Antonio Matéu
29,2023-04-14,Fri,Rayo Vallecano,2–1,Osasuna,0.9,0.6,Estadio del Rayo Vallecano,José Luis Munuera
29,2023-04-15,Sat,Villarreal,1–2,Valladolid,2.0,2.2,Estadio de la Cerámica,Javier Villanueva
29,2023-04-15,Sat,Athletic Club,2–0,Real Sociedad,0.8,1.4,San Mamés,César Soto
29,2023-04-15,Sat,Betis,3–1,Espanyol,2.0,0.8,Estadio Benito Villamarín,Alejandro Hernández
29,2023-04-15,Sat,Cádiz,0–2,Real Madrid,0.7,3.5,Estadio Nuevo Mirandilla,Jesús Gil
29,2023-04-16,Sun,Girona,2–0,Elche,1.3,0.7,Estadi Municipal de Montilivi,Jorge Figueroa
29,2023-04-16,Sun,Getafe,0–0,Barcelona,0.5,1.5,Coliseum Alfonso Pérez,Juan Pulido
29,2023-04-16,Sun,Atlético Madrid,2–1,Almería,2.3,0.2,Estadio Cívitas Metropolitano,Isidro Díaz de Mera
29,2023-04-16,Sun,Valencia,0–2,Sevilla,0.4,0.4,Estadio de Mestalla,Carlos del Cerro
29,2023-04-17,Mon,Celta Vigo,0–1,Mallorca,0.8,1.0,Estadio de Balaídos,Miguel Ángel Ortiz Arias
30,2023-04-21,Fri,Espanyol,0–0,Cádiz,1.3,1.4,RCDE Stadium,Juan Martínez
30,2023-04-22,Sat,Osasuna,3–2,Betis,1.5,2.0,Estadio El Sadar,Hsu Jason
30,2023-04-22,Sat,Almería,1–2,Athletic Club,0.8,1.7,Power Horse Stadium,Valentín Pizarro
30,2023-04-22,Sat,Valladolid,1–0,Girona,1.1,1.0,Estadio Municipal José Zorrilla,Mario Melero
30,2023-04-22,Sat,Real Sociedad,2–1,Rayo Vallecano,0.6,0.5,Reale Arena,Alejandro Muñíz
30,2023-04-22,Sat,Real Madrid,2–0,Celta Vigo,1.5,0.9,Estadio Santiago Bernabéu,Antonio Matéu
30,2023-04-23,Sun,Elche,0–2,Valencia,0.6,1.0,Estadio Manuel Martínez Valero,Guillermo Cuadra
30,2023-04-23,Sun,Barcelona,1–0,Atlético Madrid,1.8,1.3,Camp Nou,José Sánchez
30,2023-04-23,Sun,Mallorca,3–1,Getafe,1.5,0.1,Iberostar Estadi,Pablo González
30,2023-04-23,Sun,Sevilla,2–1,Villarreal,0.9,2.2,Estadio Ramón Sánchez Pizjuán,Ricardo de Burgos
31,2023-04-25,Tue,Girona,4–2,Real Madrid,2.3,1.8,Estadi Municipal de Montilivi,Javier Villanueva
31,2023-04-25,Tue,Cádiz,0–1,Osasuna,1.4,1.0,Estadio Nuevo Mirandilla,Carlos del Cerro
31,2023-04-25,Tue,Betis,0–0,Real Sociedad,1.0,0.9,Estadio Benito Villamarín,Juan Martínez
31,2023-04-26,Wed,Getafe,1–2,Almería,1.6,1.9,Coliseum Alfonso Pérez,Hsu Jason
31,2023-04-26,Wed,Atlético Madrid,3–1,Mallorca,2.7,0.9,Estadio Cívitas Metropolitano,Juan Pulido
31,2023-04-26,Wed,Rayo Vallecano,2–1,Barcelona,0.7,0.9,Estadio del Rayo Vallecano,Jesús Gil
31,2023-04-26,Wed,Celta Vigo,1–0,Elche,1.3,1.1,Estadio de Balaídos,Isidro Díaz de Mera
31,2023-04-27,Thu,Valencia,2–1,Valladolid,0.9,0.9,Estadio de Mestalla,José Luis Munuera
31,2023-04-27,Thu,Villarreal,4–2,Espanyol,3.7,0.9,Estadio de la Cerámica,César Soto
31,2023-04-27,Thu,Athletic Club,0–1,Sevilla,0.3,1.0,San Mamés,Alejandro Hernández
32,2023-04-28,Fri,Osasuna,0–2,Real Sociedad,1.4,1.4,Estadio El Sadar,Valentín Pizarro
32,2023-04-29,Sat,Elche,4–0,Rayo Vallecano,2.8,0.8,Estadio Manuel Martínez Valero,Mario Melero
32,2023-04-29,Sat,Real Madrid,4–2,Almería,2.8,1.3,Estadio Santiago Bernabéu,Guillermo Cuadra
32,2023-04-29,Sat,Barcelona,4–0,Betis,3.0,0.2,Camp Nou,Carlos del Cerro
32,2023-04-30,Sun,Cádiz,2–1,Valencia,1.8,1.3,Estadio Nuevo Mirandilla,Ricardo de Burgos
32,2023-04-30,Sun,Villarreal,3–1,Celta Vigo,2.4,0.9,Estadio de la Cerámica,Pablo González
32,2023-04-30,Sun,Espanyol,1–0,Getafe,2.4,0.5,RCDE Stadium,José Sánchez
32,2023-04-30,Sun,Valladolid,2–5,Atlético Madrid,1.8,2.0,Estadio Municipal José Zorrilla,Antonio Matéu
32,2023-05-01,Mon,Mallorca,1–1,Athletic Club,0.9,1.7,Iberostar Estadi,Jorge Figueroa
32,2023-05-01,Mon,Sevilla,0–2,Girona,2.2,0.8,Estadio Ramón Sánchez Pizjuán,Alejandro Muñíz
33,2023-05-02,Tue,Almería,2–1,Elche,1.7,1.0,Power Horse Stadium,Alejandro Hernández
33,2023-05-02,Tue,Barcelona,1–0,Osasuna,2.8,0.4,Camp Nou,Javier Villanueva
33,2023-05-02,Tue,Real Sociedad,2–0,Real Madrid,1.9,0.8,Reale Arena,Juan Pulido
33,2023-05-03,Wed,Valencia,1–1,Villarreal,1.2,0.7,Estadio de Mestalla,Jesús Gil
33,2023-05-03,Wed,Getafe,1–0,Celta Vigo,2.7,0.3,Coliseum Alfonso Pérez,Guillermo Cuadra
33,2023-05-03,Wed,Atlético Madrid,5–1,Cádiz,3.0,0.0,Estadio Cívitas Metropolitano,César Soto
33,2023-05-04,Thu,Girona,2–1,Mallorca,1.7,1.4,Estadi Municipal de Montilivi,Juan Martínez
33,2023-05-04,Thu,Sevilla,3–2,Espanyol,2.6,1.0,Estadio Ramón Sánchez Pizjuán,Hsu Jason
33,2023-05-04,Thu,Rayo Vallecano,2–1,Valladolid,1.4,0.6,Estadio del Rayo Vallecano,Isidro Díaz de Mera
33,2023-05-04,Thu,Athletic Club,0–1,Betis,1.6,1.2,San Mamés,Miguel Ángel Ortiz Arias
34,2023-05-12,Fri,Mallorca,1–0,Cádiz,1.2,0.7,Iberostar Estadi,José Sánchez
34,2023-05-13,Sat,Real Sociedad,2–2,Girona,2.7,1.2,Reale Arena,Jorge Figueroa
34,2023-05-13,Sat,Osasuna,3–1,Almería,1.9,0.5,Estadio El Sadar,Antonio Matéu
34,2023-05-13,Sat,Villarreal,5–1,Athletic Club,3.2,3.1,Estadio de la Cerámica,Carlos del Cerro
34,2023-05-13,Sat,Real Madrid,1–0,Getafe,0.9,0.7,Estadio Santiago Bernabéu,Juan Martínez
34,2023-05-14,Sun,Celta Vigo,1–2,Valencia,0.7,1.2,Estadio de Balaídos,César Soto
34,2023-05-14,Sun,Elche,1–0,Atlético Madrid,1.4,1.5,Estadio Manuel Martínez Valero,Alejandro Muñíz
34,2023-05-14,Sun,Valladolid,0–3,Sevilla,2.0,2.5,Estadio Municipal José Zorrilla,Miguel Ángel Ortiz Arias
34,2023-05-14,Sun,Espanyol,2–4,Barcelona,2.7,3.1,RCDE Stadium,Ricardo de Burgos
34,2023-05-15,Mon,Betis,3–1,Rayo Vallecano,1.5,1.3,Estadio Benito Villamarín,Juan Pulido
35,2023-05-19,Fri,Cádiz,2–0,Valladolid,2.2,0.7,Estadio Nuevo Mirandilla,Juan Martínez
35,2023-05-20,Sat,Girona,1–2,Villarreal,1.2,1.9,Estadi Municipal de Montilivi,Valentín Pizarro
35,2023-05-20,Sat,Athletic Club,2–1,Celta Vigo,1.0,0.5,San Mamés,Mario Melero
35,2023-05-20,Sat,Getafe,1–1,Elche,1.5,1.1,Coliseum Alfonso Pérez,Javier Villanueva
35,2023-05-20,Sat,Almería,3–0,Mallorca,1.8,0.8,Power Horse Stadium,Carlos del Cerro
35,2023-05-20,Sat,Barcelona,1–2,Real Sociedad,1.5,2.0,Camp Nou,Hsu Jason
35,2023-05-21,Sun,Rayo Vallecano,1–2,Espanyol,2.0,1.6,Estadio del Rayo Vallecano,Alejandro Hernández
35,2023-05-21,Sun,Atlético Madrid,3–0,Osasuna,1.9,0.8,Estadio Cívitas Metropolitano,Pablo González
35,2023-05-21,Sun,Valencia,1–0,Real Madrid,1.0,1.4,Estadio de Mestalla,Ricardo de Burgos
35,2023-05-21,Sun,Sevilla,0–0,Betis,1.1,0.1,Estadio Ramón Sánchez Pizjuán,Jesús Gil
36,2023-05-23,Tue,Celta Vigo,1–1,Girona,1.2,1.2,Estadio de Balaídos,Antonio Matéu
36,2023-05-23,Tue,Real Sociedad,1–0,Almería,1.9,0.1,Reale Arena,Pablo González
36,2023-05-23,Tue,Valladolid,3–1,Barcelona,2.3,1.7,Estadio Municipal José Zorrilla,César Soto
36,2023-05-24,Wed,Elche,1–1,Sevilla,1.5,0.7,Estadio Manuel Martínez Valero,Isidro Díaz de Mera
36,2023-05-24,Wed,Real Madrid,2–1,Rayo Vallecano,1.3,0.7,Estadio Santiago Bernabéu,Jesús Gil
36,2023-05-24,Wed,Villarreal,2–0,Cádiz,2.4,1.7,Estadio de la Cerámica,Juan Pulido
36,2023-05-24,Wed,Espanyol,3–3,Atlético Madrid,3.0,2.3,RCDE Stadium,Mario Melero
36,2023-05-24,Wed,Betis,0–1,Getafe,1.2,0.5,Estadio Benito Villamarín,Ricardo de Burgos
36,2023-05-25,Thu,Mallorca,1–0,Valencia,0.5,1.9,Iberostar Estadi,Alejandro Hernández
36,2023-05-25,Thu,Osasuna,2–0,Athletic Club,0.8,0.8,Estadio El Sadar,Alejandro Muñíz
37,2023-05-27,Sat,Sevilla,1–2,Real Madrid,1.2,0.8,Estadio Ramón Sánchez Pizjuán,César Soto
37,2023-05-28,Sun,Valencia,2–2,Espanyol,2.6,1.2,Estadio de Mestalla,Jesús Gil
37,2023-05-28,Sun,Athletic Club,0–1,Elche,2.4,0.9,San Mamés,Valentín Pizarro
37,2023-05-28,Sun,Girona,1–2,Betis,1.0,2.5,Estadi Municipal de Montilivi,Isidro Díaz de Mera
37,2023-05-28,Sun,Rayo Vallecano,2–1,Villarreal,1.4,0.4,Estadio del Rayo Vallecano,Javier Villanueva
37,2023-05-28,Sun,Almería,0–0,Valladolid,1.7,0.5,Power Horse Stadium,Hsu Jason
37,2023-05-28,Sun,Atlético Madrid,2–1,Real Sociedad,0.7,1.2,Estadio Cívitas Metropolitano,Juan Pulido
37,2023-05-28,Sun,Cádiz,1–0,Celta Vigo,1.7,0.6,Estadio Nuevo Mirandilla,Ricardo de Burgos
37,2023-05-28,Sun,Barcelona,3–0,Mallorca,3.6,0.1,Camp Nou,Jorge Figueroa
37,2023-05-28,Sun,Getafe,2–1,Osasuna,2.5,0.5,Coliseum Alfonso Pérez,Antonio Matéu
38,2023-06-04,Sun,Villarreal,2–2,Atlético Madrid,1.6,1.8,Estadio de la Cerámica,Ricardo de Burgos
38,2023-06-04,Sun,Real Sociedad,2–1,Sevilla,1.8,0.4,Reale Arena,Carlos del Cerro
38,2023-06-04,Sun,Real Madrid,1–1,Athletic Club,1.8,2.3,Estadio Santiago Bernabéu,Isidro Díaz de Mera
38,2023-06-04,Sun,Osasuna,2–1,Girona,1.8,0.9,Estadio El Sadar,Miguel Ángel Ortiz Arias
38,2023-06-04,Sun,Mallorca,3–0,Rayo Vallecano,2.2,1.1,Iberostar Estadi,Antonio Matéu
38,2023-06-04,Sun,Valladolid,0–0,Getafe,0.9,0.5,Estadio Municipal José Zorrilla,José Luis Munuera
38,2023-06-04,Sun,Betis,1–1,Valencia,0.6,1.2,Estadio Benito Villamarín,Hsu Jason
38,2023-06-04,Sun,Elche,1–1,Cádiz,1.6,2.5,Estadio Manuel Martínez Valero,Jesús Gil
38,2023-06-04,Sun,Celta Vigo,2–1,Barcelona,0.7,1.2,Estadio de Balaídos,Juan Pulido
38,2023-06-04,Sun,Espanyol,3–3,Almería,0.6,1.8,RCDE Stadium,César Soto
1,2023-08-11,Fri,Almería,0–2,Rayo Vallecano,1.4,2.1,Power Horse Stadium,Javier Alberola
1,2023-08-11,Fri,Sevilla,1–2,Valencia,0.7,1.1,Estadio Ramón Sánchez Pizjuán,José Sánchez
1,2023-08-12,Sat,Real Sociedad,1–1,Girona,1.0,0.8,Reale Arena,Francisco Hernández
1,2023-08-12,Sat,Las Palmas,1–1,Mallorca,0.9,1.6,Estadio de Gran Canaria,Víctor García
1,2023-08-12,Sat,Athletic Club,0–2,Real Madrid,0.4,0.9,San Mamés,Jesús Gil
1,2023-08-13,Sun,Celta Vigo,0–2,Osasuna,1.0,1.0,Estadio Abanca Balaídos,Pablo González
1,2023-08-13,Sun,Villarreal,1–2,Betis,0.9,1.1,Estadio de la Cerámica,Miguel Ángel Ortiz Arias
1,2023-08-13,Sun,Getafe,0–0,Barcelona,0.6,1.4,Coliseum Alfonso Pérez,César Soto
1,2023-08-14,Mon,Cádiz,1–0,Alavés,0.7,0.3,Estadio Nuevo Mirandilla,Isidro Díaz de Mera
1,2023-08-14,Mon,Atlético Madrid,3–1,Granada,2.4,0.9,Estadio Cívitas Metropolitano,Juan Pulido
2,2023-08-18,Fri,Mallorca,0–1,Villarreal,0.4,1.8,Estadi Mallorca Son Moix,Javier Alberola
2,2023-08-18,Fri,Valencia,1–0,Las Palmas,1.5,0.5,Estadio de Mestalla,Javier Villanueva
2,2023-08-19,Sat,Real Sociedad,1–1,Celta Vigo,0.7,1.0,Reale Arena,Miguel Ángel Ortiz Arias
2,2023-08-19,Sat,Almería,1–3,Real Madrid,1.3,2.0,Power Horse Stadium,José Sánchez
2,2023-08-19,Sat,Osasuna,0–2,Athletic Club,1.3,1.5,Estadio El Sadar,José Luis Munuera
2,2023-08-20,Sun,Girona,3–0,Getafe,1.4,0.7,Estadi Municipal de Montilivi,Jorge Figueroa
2,2023-08-20,Sun,Barcelona,2–0,Cádiz,3.4,1.1,Estadi Olímpic Lluís Companys,Alejandro Muñíz
2,2023-08-20,Sun,Betis,0–0,Atlético Madrid,0.7,0.5,Estadio Benito Villamarín,Ricardo de Burgos
2,2023-08-21,Mon,Alavés,4–3,Sevilla,1.8,0.6,Estadio de Mendizorroza,Guillermo Cuadra
2,2023-08-21,Mon,Granada,0–2,Rayo Vallecano,1.2,2.1,Estadio Nuevo Los Cármenes,Pablo González
3,2023-08-25,Fri,Las Palmas,0–0,Real Sociedad,0.9,1.0,Estadio de Gran Canaria,Guillermo Cuadra
3,2023-08-25,Fri,Celta Vigo,0–1,Real Madrid,1.2,1.4,Estadio Abanca Balaídos,Isidro Díaz de Mera
3,2023-08-26,Sat,Cádiz,1–1,Almería,1.6,0.3,Estadio Nuevo Mirandilla,Víctor García
3,2023-08-26,Sat,Granada,3–2,Mallorca,1.4,2.6,Estadio Nuevo Los Cármenes,Francisco Hernández
3,2023-08-26,Sat,Sevilla,1–2,Girona,1.7,1.7,Estadio Ramón Sánchez Pizjuán,Jesús Gil
3,2023-08-27,Sun,Villarreal,3–4,Barcelona,1.9,3.1,Estadio de la Cerámica,Alejandro Hernández
3,2023-08-27,Sun,Valencia,1–2,Osasuna,1.7,1.2,Estadio de Mestalla,Juan Pulido
3,2023-08-27,Sun,Athletic Club,4–2,Betis,2.9,0.4,San Mamés,César Soto
3,2023-08-28,Mon,Getafe,1–0,Alavés,2.2,0.7,Coliseum Alfonso Pérez,Juan Martínez
3,2023-08-28,Mon,Rayo Vallecano,0–7,Atlético Madrid,0.6,3.4,Estadio del Rayo Vallecano,José Luis Munuera
4,2023-09-01,Fri,Cádiz,3–1,Villarreal,2.1,0.3,Estadio Nuevo Mirandilla,Juan Pulido
4,2023-09-01,Fri,Almería,2–3,Celta Vigo,3.0,1.5,Power Horse Stadium,Ricardo de Burgos
4,2023-09-02,Sat,Real Sociedad,5–3,Granada,2.3,0.8,Reale Arena,Javier Villanueva
4,2023-09-02,Sat,Real Madrid,2–1,Getafe,2.8,0.4,Estadio Santiago Bernabéu,Mario Melero
4,2023-09-02,Sat,Alavés,1–0,Valencia,1.3,0.8,Estadio de Mendizorroza,Pablo González
4,2023-09-02,Sat,Betis,1–0,Rayo Vallecano,1.0,1.5,Estadio Benito Villamarín,Alejandro Muñíz
4,2023-09-03,Sun,Girona,1–0,Las Palmas,1.0,1.1,Estadi Municipal de Montilivi,Mateo Busquets
4,2023-09-03,Sun,Mallorca,0–0,Athletic Club,0.4,0.6,Estadi Mallorca Son Moix,Jorge Figueroa
4,2023-09-03,Sun,Osasuna,1–2,Barcelona,0.8,2.0,Estadio El Sadar,Miguel Ángel Ortiz Arias
5,2023-09-15,Fri,Rayo Vallecano,2–0,Alavés,2.6,0.7,Estadio del Rayo Vallecano,Víctor García
5,2023-09-16,Sat,Athletic Club,3–0,Cádiz,2.9,0.3,San Mamés,Guillermo Cuadra
5,2023-09-16,Sat,Valencia,3–0,Atlético Madrid,1.3,0.6,Estadio de Mestalla,Jesús Gil
5,2023-09-16,Sat,Celta Vigo,0–1,Mallorca,1.3,0.8,Estadio Abanca Balaídos,José Luis Munuera
5,2023-09-16,Sat,Barcelona,5–0,Betis,2.4,0.8,Estadi Olímpic Lluís Companys,José Sánchez
5,2023-09-17,Sun,Getafe,3–2,Osasuna,0.5,1.1,Coliseum Alfonso Pérez,Alejandro Hernández
5,2023-09-17,Sun,Villarreal,2–1,Almería,0.9,1.5,Estadio de la Cerámica,Francisco Hernández
5,2023-09-17,Sun,Sevilla,1–0,Las Palmas,1.7,1.0,Estadio Ramón Sánchez Pizjuán,Juan Martínez
5,2023-09-17,Sun,Real Madrid,2–1,Real Sociedad,2.0,1.6,Estadio Santiago Bernabéu,César Soto
5,2023-09-18,Mon,Granada,2–4,Girona,1.6,2.8,Estadio Nuevo Los Cármenes,Isidro Díaz de Mera
6,2023-09-22,Fri,Alavés,0–2,Athletic Club,1.1,1.7,Estadio de Mendizorroza,Alejandro Muñíz
6,2023-09-23,Sat,Girona,5–3,Mallorca,3.2,1.8,Estadi Municipal de Montilivi,Pablo González
6,2023-09-23,Sat,Osasuna,0–0,Sevilla,1.4,0.8,Estadio El Sadar,Javier Villanueva
6,2023-09-23,Sat,Barcelona,3–2,Celta Vigo,1.6,1.5,Estadi Olímpic Lluís Companys,Mario Melero
6,2023-09-23,Sat,Almería,2–2,Valencia,2.6,0.8,Power Horse Stadium,Mateo Busquets
6,2023-09-24,Sun,Real Sociedad,4–3,Getafe,2.0,1.4,Reale Arena,Juan Pulido
