Wk,Day,Date,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee
8.0,Sun,2021-10-03,18:30,Getafe,0.7,1–1,0.7,Real Sociedad,8463.0,Coliseum Alfonso Pérez,Jorge Figueroa
8.0,Sun,2021-10-03,18:30,Villarreal,2.6,2–0,0.5,Betis,16719.0,Estadio de la Cerámica,José Sánchez
8.0,Sun,2021-10-03,21:00,Granada,0.1,1–0,1.3,Sevilla,12334.0,Estadio Nuevo Los Cármenes,Hsu Jason
9.0,Sat,2021-10-16,18:30,Levante,0.9,0–0,0.6,Getafe,14551.0,Estadio Ciudad de Valencia,Mario Melero
9.0,Sat,2021-10-16,21:00,Real Sociedad,0.4,1–0,0.2,Mallorca,30831.0,Estadio Municipal de Anoeta,Pablo González
9.0,Sun,2021-10-17,14:00,Rayo Vallecano,1.2,2–1,0.4,Elche,6989.0,Estadio del Rayo Vallecano,Santiago Jaime
9.0,Sun,2021-10-17,16:15,Celta Vigo,1.2,0–1,1.0,Sevilla,10774.0,Estadio de Balaídos,Ricardo de Burgos
9.0,Sun,2021-10-17,18:30,Villarreal,0.5,1–2,0.6,Osasuna,14831.0,Estadio de la Cerámica,Adrián Cordero
9.0,Sun,2021-10-17,21:00,Barcelona,1.9,3–1,0.4,Valencia,47317.0,Camp Nou,Jesús Gil
9.0,Mon,2021-10-18,19:00,Alavés,0.9,0–1,1.4,Betis,10227.0,Estadio de Mendizorroza,Miguel Ángel Ortiz Arias
9.0,Mon,2021-10-18,21:00,Espanyol,1.3,2–0,0.4,Cádiz,15678.0,RCDE Stadium,Antonio Matéu Lahoz
10.0,Fri,2021-10-22,21:00,Osasuna,1.0,1–1,0.5,Granada,21128.0,Estadio El Sadar,Alejandro Muñíz
10.0,Sat,2021-10-23,14:00,Valencia,1.8,2–2,0.6,Mallorca,29139.0,Estadio de Mestalla,Carlos del Cerro
10.0,Sat,2021-10-23,16:15,Cádiz,1.5,0–2,1.3,Alavés,13790.0,Estadio Nuevo Mirandilla,Hsu Jason
10.0,Sat,2021-10-23,18:30,Elche,0.9,2–2,0.8,Espanyol,13449.0,Estadio Manuel Martínez Valero,Jorge Figueroa
10.0,Sat,2021-10-23,21:00,Athletic Club,2.8,2–1,0.5,Villarreal,38698.0,San Mamés,Guillermo Cuadra
10.0,Sun,2021-10-24,14:00,Sevilla,1.6,5–3,1.9,Levante,30601.0,Estadio Ramón Sánchez Pizjuán,Valentín Pizarro
10.0,Sun,2021-10-24,16:15,Barcelona,1.6,1–2,1.5,Real Madrid,86422.0,Camp Nou,José Sánchez
10.0,Sun,2021-10-24,18:30,Betis,1.4,3–2,1.0,Rayo Vallecano,45362.0,Estadio Benito Villamarín,Ricardo de Burgos
10.0,Sun,2021-10-24,21:00,Atlético Madrid,1.7,2–2,0.8,Real Sociedad,50032.0,Estadio Wanda Metropolitano,José Luis Munuera
10.0,Mon,2021-10-25,21:00,Getafe,0.5,0–3,1.6,Celta Vigo,7630.0,Coliseum Alfonso Pérez,Juan Martínez
11.0,Tue,2021-10-26,19:00,Alavés,1.7,1–0,0.3,Elche,10206.0,Estadio de Mendizorroza,Jesús Gil
11.0,Tue,2021-10-26,21:00,Espanyol,1.3,1–1,3.3,Athletic Club,16196.0,RCDE Stadium,Miguel Ángel Ortiz Arias
11.0,Tue,2021-10-26,21:30,Villarreal,1.7,3–3,1.4,Cádiz,12190.0,Estadio de la Cerámica,Alejandro Hernández
11.0,Wed,2021-10-27,19:00,Rayo Vallecano,0.8,1–0,2.5,Barcelona,9340.0,Estadio del Rayo Vallecano,Antonio Matéu Lahoz
11.0,Wed,2021-10-27,19:00,Mallorca,1.5,1–1,0.8,Sevilla,15125.0,Iberostar Estadi,Santiago Jaime
11.0,Wed,2021-10-27,20:00,Betis,2.0,4–1,1.6,Valencia,43123.0,Estadio Benito Villamarín,Isidro Díaz de Mera
11.0,Wed,2021-10-27,21:30,Real Madrid,0.7,0–0,0.5,Osasuna,35691.0,Estadio Santiago Bernabéu,César Soto
11.0,Thu,2021-10-28,19:00,Celta Vigo,1.4,0–2,1.7,Real Sociedad,8726.0,Estadio de Balaídos,Mario Melero
11.0,Thu,2021-10-28,20:00,Granada,2.0,1–1,0.4,Getafe,13651.0,Estadio Nuevo Los Cármenes,Adrián Cordero
11.0,Thu,2021-10-28,21:30,Levante,1.8,2–2,0.9,Atlético Madrid,16298.0,Estadio Ciudad de Valencia,Pablo González
12.0,Sat,2021-10-30,14:00,Elche,1.1,1–2,1.1,Real Madrid,23010.0,Estadio Manuel Martínez Valero,Ricardo de Burgos
12.0,Sat,2021-10-30,16:15,Sevilla,2.0,2–0,0.6,Osasuna,20335.0,Estadio Ramón Sánchez Pizjuán,Carlos del Cerro
12.0,Sat,2021-10-30,18:30,Valencia,1.1,2–0,0.8,Villarreal,31487.0,Estadio de Mestalla,José Luis Munuera
12.0,Sat,2021-10-30,21:00,Barcelona,1.3,1–1,0.9,Alavés,37278.0,Camp Nou,Jorge Figueroa
12.0,Sun,2021-10-31,14:00,Cádiz,1.7,1–1,0.9,Mallorca,11790.0,Estadio Nuevo Mirandilla,Valentín Pizarro
12.0,Sun,2021-10-31,16:15,Atlético Madrid,2.3,3–0,0.5,Betis,56838.0,Estadio Wanda Metropolitano,Hsu Jason
12.0,Sun,2021-10-31,18:30,Getafe,0.8,2–1,0.6,Espanyol,4721.0,Coliseum Alfonso Pérez,Alejandro Muñíz
12.0,Sun,2021-10-31,21:00,Real Sociedad,1.1,1–1,1.0,Athletic Club,37066.0,Estadio Municipal de Anoeta,Juan Martínez
12.0,Mon,2021-11-01,18:30,Rayo Vallecano,0.6,0–0,0.6,Celta Vigo,9580.0,Estadio del Rayo Vallecano,Adrián Cordero
12.0,Mon,2021-11-01,21:00,Levante,1.1,0–3,1.0,Granada,14512.0,Estadio Ciudad de Valencia,José Sánchez
13.0,Fri,2021-11-05,21:00,Athletic Club,0.5,0–1,0.5,Cádiz,37581.0,San Mamés,Santiago Jaime
13.0,Sat,2021-11-06,14:00,Espanyol,1.6,2–0,2.0,Granada,19050.0,RCDE Stadium,Isidro Díaz de Mera
13.0,Sat,2021-11-06,16:15,Celta Vigo,1.5,3–3,0.9,Barcelona,13146.0,Estadio de Balaídos,Alejandro Hernández
13.0,Sat,2021-11-06,18:30,Alavés,1.5,2–1,0.8,Levante,12176.0,Estadio de Mendizorroza,Adrián Cordero
13.0,Sat,2021-11-06,21:00,Real Madrid,2.1,2–1,1.4,Rayo Vallecano,43283.0,Estadio Santiago Bernabéu,Pablo González
13.0,Sun,2021-11-07,14:00,Villarreal,1.4,1–0,0.2,Getafe,13504.0,Estadio de la Cerámica,Jesús Gil
13.0,Sun,2021-11-07,16:15,Valencia,1.1,3–3,2.3,Atlético Madrid,37472.0,Estadio de Mestalla,César Soto
13.0,Sun,2021-11-07,18:30,Osasuna,0.4,0–2,1.5,Real Sociedad,21741.0,Estadio El Sadar,Miguel Ángel Ortiz Arias
13.0,Sun,2021-11-07,18:30,Mallorca,2.3,2–2,0.8,Elche,12933.0,Iberostar Estadi,Mario Melero
13.0,Sun,2021-11-07,21:00,Betis,0.3,0–2,1.7,Sevilla,50534.0,Estadio Benito Villamarín,Antonio Matéu Lahoz
14.0,Fri,2021-11-19,21:00,Levante,0.5,0–0,0.5,Athletic Club,15230.0,Estadio Ciudad de Valencia,José Luis Munuera
14.0,Sat,2021-11-20,14:00,Celta Vigo,1.0,1–1,2.8,Villarreal,10086.0,Estadio de Balaídos,Hsu Jason
14.0,Sat,2021-11-20,16:15,Sevilla,1.8,2–2,1.1,Alavés,25208.0,Estadio Ramón Sánchez Pizjuán,Alejandro Muñíz
14.0,Sat,2021-11-20,18:30,Atlético Madrid,1.0,1–0,0.5,Osasuna,53261.0,Estadio Wanda Metropolitano,José Sánchez
14.0,Sat,2021-11-20,21:00,Barcelona,1.4,1–0,1.0,Espanyol,74418.0,Camp Nou,Carlos del Cerro
14.0,Sun,2021-11-21,14:00,Getafe,1.2,4–0,0.4,Cádiz,8825.0,Coliseum Alfonso Pérez,Ricardo de Burgos
14.0,Sun,2021-11-21,16:15,Granada,0.7,1–4,3.5,Real Madrid,17460.0,Estadio Nuevo Los Cármenes,Juan Martínez
14.0,Sun,2021-11-21,18:30,Elche,0.8,0–3,1.9,Betis,16127.0,Estadio Manuel Martínez Valero,Valentín Pizarro
14.0,Sun,2021-11-21,21:00,Real Sociedad,0.3,0–0,0.7,Valencia,28635.0,Estadio Municipal de Anoeta,Mario Melero
14.0,Mon,2021-11-22,21:00,Rayo Vallecano,2.4,3–1,0.7,Mallorca,6708.0,Estadio del Rayo Vallecano,Jorge Figueroa
15.0,Fri,2021-11-26,21:00,Athletic Club,1.1,2–2,1.1,Granada,32651.0,San Mamés,Adrián Cordero
15.0,Sat,2021-11-27,14:00,Alavés,0.9,1–2,1.2,Celta Vigo,10093.0,Estadio de Mendizorroza,Pablo González
15.0,Sat,2021-11-27,16:15,Valencia,1.6,1–1,1.2,Rayo Vallecano,30030.0,Estadio de Mestalla,Alejandro Hernández
15.0,Sat,2021-11-27,18:30,Mallorca,0.4,0–0,0.8,Getafe,8635.0,Iberostar Estadi,Santiago Jaime
15.0,Sat,2021-11-27,21:00,Villarreal,1.1,1–3,3.2,Barcelona,19050.0,Estadio de la Cerámica,César Soto
15.0,Sun,2021-11-28,14:00,Betis,2.6,3–1,0.3,Levante,45012.0,Estadio Benito Villamarín,Miguel Ángel Ortiz Arias
15.0,Sun,2021-11-28,16:15,Espanyol,0.4,1–0,1.7,Real Sociedad,19935.0,RCDE Stadium,Antonio Matéu Lahoz
15.0,Sun,2021-11-28,18:30,Cádiz,1.0,1–4,3.8,Atlético Madrid,16861.0,Estadio Nuevo Mirandilla,Jesús Gil
15.0,Sun,2021-11-28,21:00,Real Madrid,1.2,2–1,0.7,Sevilla,45281.0,Estadio Santiago Bernabéu,José Sánchez
15.0,Mon,2021-11-29,21:00,Osasuna,1.8,1–1,1.4,Elche,16485.0,Estadio El Sadar,Isidro Díaz de Mera
9.0,Wed,2021-12-01,21:00,Real Madrid,1.8,1–0,2.4,Athletic Club,33627.0,Estadio Santiago Bernabéu,Isidro Díaz de Mera
16.0,Fri,2021-12-03,21:00,Granada,1.0,2–1,2.1,Alavés,13511.0,Estadio Nuevo Los Cármenes,Hsu Jason
16.0,Sat,2021-12-04,14:00,Sevilla,0.4,1–0,1.7,Villarreal,30865.0,Estadio Ramón Sánchez Pizjuán,Carlos del Cerro
16.0,Sat,2021-12-04,16:15,Barcelona,1.0,0–1,0.6,Betis,66529.0,Camp Nou,Pablo González
16.0,Sat,2021-12-04,18:30,Atlético Madrid,1.5,1–2,0.6,Mallorca,51009.0,Estadio Wanda Metropolitano,Juan Martínez
16.0,Sat,2021-12-04,21:00,Real Sociedad,0.7,0–2,1.6,Real Madrid,35765.0,Estadio Municipal de Anoeta,Jesús Gil
16.0,Sun,2021-12-05,14:00,Rayo Vallecano,0.4,1–0,0.6,Espanyol,8679.0,Estadio del Rayo Vallecano,José Luis Munuera
16.0,Sun,2021-12-05,16:15,Elche,2.4,3–1,1.7,Cádiz,11879.0,Estadio Manuel Martínez Valero,Alejandro Muñíz
16.0,Sun,2021-12-05,18:30,Levante,0.5,0–0,0.3,Osasuna,15361.0,Estadio Ciudad de Valencia,Valentín Pizarro
16.0,Sun,2021-12-05,21:00,Celta Vigo,0.9,1–2,1.3,Valencia,11361.0,Estadio de Balaídos,Ricardo de Burgos
16.0,Mon,2021-12-06,21:00,Getafe,1.2,0–0,0.5,Athletic Club,9176.0,Coliseum Alfonso Pérez,Jorge Figueroa
17.0,Fri,2021-12-10,21:00,Mallorca,0.8,0–0,1.0,Celta Vigo,10655.0,Iberostar Estadi,Isidro Díaz de Mera
17.0,Sat,2021-12-11,14:00,Espanyol,2.3,4–3,2.9,Levante,15193.0,RCDE Stadium,Adrián Cordero
17.0,Sat,2021-12-11,16:15,Alavés,0.7,1–1,1.0,Getafe,10065.0,Estadio de Mendizorroza,César Soto
17.0,Sat,2021-12-11,18:30,Valencia,1.6,2–1,0.9,Elche,31662.0,Estadio de Mestalla,Santiago Jaime
17.0,Sat,2021-12-11,21:00,Athletic Club,1.4,0–1,0.2,Sevilla,36737.0,San Mamés,Alejandro Hernández
17.0,Sun,2021-12-12,14:00,Villarreal,2.4,2–0,1.5,Rayo Vallecano,13133.0,Estadio de la Cerámica,Mario Melero
17.0,Sun,2021-12-12,16:15,Osasuna,0.3,2–2,0.9,Barcelona,21427.0,Estadio El Sadar,Juan Martínez
17.0,Sun,2021-12-12,18:30,Betis,1.6,4–0,0.9,Real Sociedad,52158.0,Estadio Benito Villamarín,José Sánchez
17.0,Sun,2021-12-12,21:00,Real Madrid,0.4,2–0,0.7,Atlético Madrid,51024.0,Estadio Santiago Bernabéu,Antonio Matéu Lahoz
17.0,Mon,2021-12-13,21:00,Cádiz,0.7,1–1,1.0,Granada,13052.0,Estadio Nuevo Mirandilla,Miguel Ángel Ortiz Arias
18.0,Fri,2021-12-17,21:00,Celta Vigo,1.2,3–1,0.4,Espanyol,9526.0,Estadio de Balaídos,Valentín Pizarro
18.0,Sat,2021-12-18,14:00,Rayo Vallecano,1.8,2–0,0.2,Alavés,7911.0,Estadio del Rayo Vallecano,Antonio Matéu Lahoz
18.0,Sat,2021-12-18,16:15,Real Sociedad,0.9,1–3,2.9,Villarreal,29679.0,Estadio Municipal de Anoeta,Jorge Figueroa
18.0,Sat,2021-12-18,18:30,Barcelona,2.7,3–2,1.3,Elche,41664.0,Camp Nou,Hsu Jason
18.0,Sat,2021-12-18,21:00,Sevilla,0.5,2–1,1.0,Atlético Madrid,33241.0,Estadio Ramón Sánchez Pizjuán,Ricardo de Burgos
18.0,Sun,2021-12-19,14:00,Granada,1.9,4–1,0.9,Mallorca,13014.0,Estadio Nuevo Los Cármenes,Alejandro Muñíz
18.0,Sun,2021-12-19,16:15,Athletic Club,1.3,3–2,2.1,Betis,38002.0,San Mamés,Jesús Gil
18.0,Sun,2021-12-19,18:30,Getafe,1.1,1–0,0.6,Osasuna,8126.0,Coliseum Alfonso Pérez,José Luis Munuera
18.0,Sun,2021-12-19,21:00,Real Madrid,2.0,0–0,0.2,Cádiz,38818.0,Estadio Santiago Bernabéu,Santiago Jaime
18.0,Mon,2021-12-20,21:00,Levante,2.7,3–4,2.1,Valencia,18851.0,Estadio Ciudad de Valencia,Pablo González
4.0,Tue,2021-12-21,19:00,Villarreal,3.3,5–2,0.8,Alavés,12530.0,Estadio de la Cerámica,Valentín Pizarro
4.0,Tue,2021-12-21,21:30,Sevilla,0.3,1–1,1.8,Barcelona,31358.0,Estadio Ramón Sánchez Pizjuán,Carlos del Cerro
9.0,Wed,2021-12-22,19:00,Granada,0.6,2–1,1.5,Atlético Madrid,13304.0,Estadio Nuevo Los Cármenes,Alejandro Hernández
21.0,Wed,2021-12-22,21:30,Athletic Club,1.0,1–2,1.1,Real Madrid,42722.0,San Mamés,César Soto
19.0,Fri,2021-12-31,16:15,Valencia,0.7,1–2,2.0,Espanyol,29566.0,Estadio de Mestalla,José Sánchez
19.0,Sun,2022-01-02,14:00,Getafe,0.9,1–0,0.7,Real Madrid,11890.0,Coliseum Alfonso Pérez,Mario Melero
19.0,Sun,2022-01-02,16:15,Atlético Madrid,1.7,2–0,0.1,Rayo Vallecano,43029.0,Estadio Wanda Metropolitano,Jorge Figueroa
19.0,Sun,2022-01-02,16:15,Elche,1.2,0–0,1.1,Granada,12160.0,Estadio Manuel Martínez Valero,Adrián Cordero
19.0,Sun,2022-01-02,18:30,Alavés,1.7,1–1,0.9,Real Sociedad,13498.0,Estadio de Mendizorroza,Carlos del Cerro
19.0,Sun,2022-01-02,18:30,Betis,1.4,0–2,2.6,Celta Vigo,41656.0,Estadio Benito Villamarín,César Soto
19.0,Sun,2022-01-02,21:00,Mallorca,0.8,0–1,1.3,Barcelona,14654.0,Iberostar Estadi,Antonio Matéu Lahoz
19.0,Mon,2022-01-03,19:00,Villarreal,3.4,5–0,0.4,Levante,13462.0,Estadio de la Cerámica,Alejandro Hernández
19.0,Mon,2022-01-03,21:00,Osasuna,0.9,1–3,1.4,Athletic Club,16206.0,Estadio El Sadar,Miguel Ángel Ortiz Arias
19.0,Mon,2022-01-03,21:15,Cádiz,0.2,0–1,0.9,Sevilla,14342.0,Estadio Nuevo Mirandilla,Hsu Jason
20.0,Sat,2022-01-08,14:00,Levante,1.2,2–0,1.2,Mallorca,13330.0,Estadio Ciudad de Valencia,Jorge Figueroa
20.0,Sat,2022-01-08,16:15,Real Sociedad,1.7,1–0,0.4,Celta Vigo,27938.0,Estadio Municipal de Anoeta,Guillermo Cuadra
20.0,Sat,2022-01-08,18:30,Granada,0.9,1–1,0.6,Barcelona,14442.0,Estadio Nuevo Los Cármenes,Pablo González
20.0,Sat,2022-01-08,21:00,Real Madrid,3.9,4–1,1.3,Valencia,40617.0,Estadio Santiago Bernabéu,Alejandro Hernández
20.0,Sun,2022-01-09,14:00,Rayo Vallecano,1.2,1–1,1.3,Betis,8395.0,Estadio del Rayo Vallecano,Alejandro Muñíz
20.0,Sun,2022-01-09,16:15,Sevilla,0.7,1–0,0.1,Getafe,30801.0,Estadio Ramón Sánchez Pizjuán,Juan Martínez
20.0,Sun,2022-01-09,18:30,Osasuna,2.2,2–0,0.2,Cádiz,16292.0,Estadio El Sadar,Ricardo de Burgos
20.0,Sun,2022-01-09,18:30,Alavés,0.5,0–0,0.8,Athletic Club,14103.0,Estadio de Mendizorroza,Santiago Jaime
20.0,Sun,2022-01-09,21:00,Villarreal,2.1,2–2,0.7,Atlético Madrid,14127.0,Estadio de la Cerámica,Hsu Jason
20.0,Mon,2022-01-10,21:00,Espanyol,1.3,1–2,1.0,Elche,11870.0,RCDE Stadium,Jesús Gil
21.0,Sun,2022-01-16,14:00,Elche,0.2,1–0,0.6,Villarreal,12433.0,Estadio Manuel Martínez Valero,Valentín Pizarro
21.0,Tue,2022-01-18,20:00,Betis,2.4,4–0,0.3,Alavés,38753.0,Estadio Benito Villamarín,José Sánchez
21.0,Tue,2022-01-18,21:30,Cádiz,0.9,2–2,1.7,Espanyol,10755.0,Estadio Nuevo Mirandilla,Alejandro Muñíz
21.0,Wed,2022-01-19,19:00,Celta Vigo,1.2,2–0,0.5,Osasuna,8837.0,Estadio de Balaídos,Adrián Cordero
21.0,Wed,2022-01-19,21:30,Valencia,0.5,1–1,0.9,Sevilla,26049.0,Estadio de Mestalla,César Soto
21.0,Thu,2022-01-20,19:00,Getafe,0.9,4–2,0.7,Granada,7634.0,Coliseum Alfonso Pérez,Isidro Díaz de Mera
22.0,Fri,2022-01-21,21:00,Espanyol,1.4,1–4,2.4,Betis,17637.0,RCDE Stadium,Hsu Jason
22.0,Sat,2022-01-22,14:00,Levante,1.0,0–2,0.7,Cádiz,14063.0,Estadio Ciudad de Valencia,César Soto
22.0,Sat,2022-01-22,16:15,Villarreal,1.9,3–0,1.2,Mallorca,13207.0,Estadio de la Cerámica,Miguel Ángel Ortiz Arias
22.0,Sat,2022-01-22,18:30,Sevilla,1.1,2–2,0.7,Celta Vigo,30059.0,Estadio Ramón Sánchez Pizjuán,José Sánchez
22.0,Sat,2022-01-22,21:00,Atlético Madrid,2.5,3–2,0.7,Valencia,44999.0,Estadio Wanda Metropolitano,Isidro Díaz de Mera
22.0,Sun,2022-01-23,14:00,Granada,0.7,0–2,2.1,Osasuna,12471.0,Estadio Nuevo Los Cármenes,Santiago Jaime
22.0,Sun,2022-01-23,16:15,Real Madrid,3.4,2–2,0.6,Elche,39796.0,Estadio Santiago Bernabéu,Ricardo de Burgos
22.0,Sun,2022-01-23,18:30,Real Sociedad,0.8,0–0,0.3,Getafe,27368.0,Estadio Municipal de Anoeta,José Luis Munuera
22.0,Sun,2022-01-23,18:30,Rayo Vallecano,2.0,0–1,0.4,Athletic Club,9034.0,Estadio del Rayo Vallecano,Adrián Cordero
22.0,Sun,2022-01-23,21:00,Alavés,0.6,0–1,1.5,Barcelona,14056.0,Estadio de Mendizorroza,Jorge Figueroa
23.0,Fri,2022-02-04,21:00,Getafe,0.8,3–0,0.5,Levante,8475.0,Coliseum Alfonso Pérez,Alejandro Muñíz
23.0,Sat,2022-02-05,14:00,Elche,0.9,3–1,0.9,Alavés,12923.0,Estadio Manuel Martínez Valero,Mario Melero
23.0,Sat,2022-02-05,16:15,Mallorca,2.3,2–1,0.8,Cádiz,12226.0,Iberostar Estadi,Carlos del Cerro
23.0,Sat,2022-02-05,18:30,Celta Vigo,0.7,2–0,0.8,Rayo Vallecano,12546.0,Estadio de Balaídos,José Luis Munuera
23.0,Sat,2022-02-05,21:00,Osasuna,0.4,0–0,1.3,Sevilla,17635.0,Estadio El Sadar,Valentín Pizarro
23.0,Sun,2022-02-06,14:00,Valencia,1.1,0–0,0.4,Real Sociedad,31351.0,Estadio de Mestalla,José Sánchez
23.0,Sun,2022-02-06,16:15,Barcelona,1.0,4–2,1.3,Atlético Madrid,74221.0,Camp Nou,Jesús Gil
23.0,Sun,2022-02-06,18:30,Betis,0.6,0–2,0.9,Villarreal,44870.0,Estadio Benito Villamarín,Pablo González
23.0,Sun,2022-02-06,21:00,Real Madrid,2.1,1–0,0.6,Granada,36665.0,Estadio Santiago Bernabéu,Antonio Matéu Lahoz
23.0,Mon,2022-02-07,21:00,Athletic Club,0.8,2–1,0.6,Espanyol,30753.0,San Mamés,César Soto
24.0,Fri,2022-02-11,21:00,Sevilla,0.8,2–0,0.3,Elche,33411.0,Estadio Ramón Sánchez Pizjuán,Miguel Ángel Ortiz Arias
24.0,Sat,2022-02-12,14:00,Cádiz,0.7,0–0,1.0,Celta Vigo,15635.0,Estadio Nuevo Mirandilla,Antonio Matéu Lahoz
24.0,Sat,2022-02-12,16:15,Villarreal,0.4,0–0,1.7,Real Madrid,17894.0,Estadio de la Cerámica,José Sánchez
24.0,Sat,2022-02-12,18:30,Rayo Vallecano,0.9,0–3,1.6,Osasuna,8596.0,Estadio del Rayo Vallecano,Jorge Figueroa
24.0,Sat,2022-02-12,21:00,Atlético Madrid,2.5,4–3,2.1,Getafe,49375.0,Estadio Wanda Metropolitano,Ricardo de Burgos
24.0,Sun,2022-02-13,14:00,Alavés,1.8,2–1,1.2,Valencia,12845.0,Estadio de Mendizorroza,Adrián Cordero
24.0,Sun,2022-02-13,16:15,Levante,1.7,2–4,2.2,Betis,16103.0,Estadio Ciudad de Valencia,Santiago Jaime
24.0,Sun,2022-02-13,18:30,Real Sociedad,2.9,2–0,1.2,Granada,29847.0,Estadio Municipal de Anoeta,Hsu Jason
24.0,Sun,2022-02-13,21:00,Espanyol,1.1,2–2,1.5,Barcelona,25049.0,RCDE Stadium,Alejandro Hernández
24.0,Mon,2022-02-14,21:00,Mallorca,1.9,3–2,1.6,Athletic Club,12904.0,Iberostar Estadi,Isidro Díaz de Mera
21.0,Wed,2022-02-16,19:00,Atlético Madrid,1.3,0–1,0.6,Levante,43456.0,Estadio Wanda Metropolitano,José Luis Munuera
25.0,Fri,2022-02-18,21:00,Elche,2.5,2–1,0.7,Rayo Vallecano,14742.0,Estadio Manuel Martínez Valero,Alejandro Muñíz
25.0,Sat,2022-02-19,14:00,Granada,2.3,1–4,4.9,Villarreal,13389.0,Estadio Nuevo Los Cármenes,Jesús Gil
25.0,Sat,2022-02-19,16:15,Osasuna,0.6,0–3,1.1,Atlético Madrid,20040.0,Estadio El Sadar,Mario Melero
25.0,Sat,2022-02-19,18:30,Cádiz,0.5,1–1,0.9,Getafe,15948.0,Estadio Nuevo Mirandilla,Hsu Jason
25.0,Sat,2022-02-19,21:00,Real Madrid,2.9,3–0,0.6,Alavés,42180.0,Estadio Santiago Bernabéu,José Luis Munuera
25.0,Sun,2022-02-20,14:00,Espanyol,1.5,1–1,0.5,Sevilla,24897.0,RCDE Stadium,Pablo González
25.0,Sun,2022-02-20,16:15,Valencia,0.8,1–4,2.0,Barcelona,38315.0,Estadio de Mestalla,Carlos del Cerro
25.0,Sun,2022-02-20,18:30,Betis,1.5,2–1,0.4,Mallorca,48652.0,Estadio Benito Villamarín,César Soto
25.0,Sun,2022-02-20,21:00,Athletic Club,2.8,4–0,0.4,Real Sociedad,40698.0,San Mamés,Juan Martínez
25.0,Mon,2022-02-21,21:00,Celta Vigo,1.2,1–1,1.7,Levante,9776.0,Estadio de Balaídos,Valentín Pizarro
26.0,Fri,2022-02-25,21:00,Levante,2.1,3–0,0.6,Elche,14237.0,Estadio Ciudad de Valencia,Pablo González
26.0,Sat,2022-02-26,14:00,Mallorca,1.8,0–1,0.6,Valencia,14417.0,Iberostar Estadi,Jorge Figueroa
26.0,Sat,2022-02-26,16:15,Getafe,1.1,2–2,1.0,Alavés,7720.0,Coliseum Alfonso Pérez,Santiago Jaime
26.0,Sat,2022-02-26,18:30,Rayo Vallecano,0.9,0–1,2.1,Real Madrid,9952.0,Estadio del Rayo Vallecano,Isidro Díaz de Mera
26.0,Sat,2022-02-26,21:00,Atlético Madrid,0.6,2–0,0.8,Celta Vigo,48009.0,Estadio Wanda Metropolitano,Alejandro Hernández
26.0,Sun,2022-02-27,14:00,Villarreal,4.4,5–1,1.1,Espanyol,15600.0,Estadio de la Cerámica,Ricardo de Burgos
26.0,Sun,2022-02-27,16:15,Sevilla,1.4,2–1,0.7,Betis,37250.0,Estadio Ramón Sánchez Pizjuán,Carlos del Cerro
26.0,Sun,2022-02-27,18:30,Real Sociedad,1.0,1–0,0.4,Osasuna,30145.0,Estadio Municipal de Anoeta,Antonio Matéu Lahoz
26.0,Sun,2022-02-27,21:00,Barcelona,3.1,4–0,0.3,Athletic Club,69770.0,Camp Nou,Guillermo Cuadra
26.0,Mon,2022-02-28,21:00,Granada,0.2,0–0,0.7,Cádiz,14785.0,Estadio Nuevo Los Cármenes,José Sánchez
21.0,Wed,2022-03-02,21:00,Mallorca,0.5,0–2,1.6,Real Sociedad,11550.0,Iberostar Estadi,Mario Melero
27.0,Fri,2022-03-04,21:00,Alavés,1.4,0–0,1.2,Sevilla,13121.0,Estadio de Mendizorroza,Hsu Jason
27.0,Sat,2022-03-05,14:00,Osasuna,0.8,1–0,0.5,Villarreal,16659.0,Estadio El Sadar,José Luis Munuera
27.0,Sat,2022-03-05,16:15,Espanyol,0.1,2–0,0.4,Getafe,18519.0,RCDE Stadium,Adrián Cordero
27.0,Sat,2022-03-05,18:30,Valencia,1.6,3–1,0.4,Granada,31227.0,Estadio de Mestalla,Valentín Pizarro
27.0,Sat,2022-03-05,21:00,Real Madrid,2.0,4–1,0.8,Real Sociedad,52410.0,Estadio Santiago Bernabéu,Jesús Gil
27.0,Sun,2022-03-06,14:00,Cádiz,1.1,2–0,1.1,Rayo Vallecano,15677.0,Estadio Nuevo Mirandilla,César Soto
27.0,Sun,2022-03-06,16:15,Elche,1.1,1–2,4.1,Barcelona,30146.0,Estadio Manuel Martínez Valero,Alejandro Hernández
27.0,Sun,2022-03-06,18:30,Celta Vigo,2.7,4–3,1.5,Mallorca,11320.0,Estadio de Balaídos,Miguel Ángel Ortiz Arias
27.0,Sun,2022-03-06,21:00,Betis,1.0,1–3,2.8,Atlético Madrid,44383.0,Estadio Benito Villamarín,Guillermo Cuadra
27.0,Mon,2022-03-07,21:00,Athletic Club,3.1,3–1,0.5,Levante,29485.0,San Mamés,Alejandro Muñíz
28.0,Fri,2022-03-11,21:00,Atlético Madrid,0.3,2–1,0.8,Cádiz,50573.0,Estadio Wanda Metropolitano,Pablo González
28.0,Sat,2022-03-12,14:00,Levante,1.1,1–1,0.4,Espanyol,13407.0,Estadio Ciudad de Valencia,Isidro Díaz de Mera
28.0,Sat,2022-03-12,16:15,Granada,1.4,0–1,1.2,Elche,15345.0,Estadio Nuevo Los Cármenes,Carlos del Cerro
