Wk,Day,Date,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee
8.0,Fri,2023-09-29,21:00,Barcelona,2.4,1–0,1.1,Sevilla,41116.0,Estadi Olímpic Lluís Companys,Miguel Ángel Ortiz Arias
8.0,Sat,2023-09-30,14:00,Getafe,0.9,0–0,0.1,Villarreal,11255.0,Coliseum Alfonso Pérez,Mateo Busquets
8.0,Sat,2023-09-30,16:15,Rayo Vallecano,2.3,2–2,1.5,Mallorca,11991.0,Estadio del Rayo Vallecano,Mario Melero
8.0,Sat,2023-09-30,18:30,Girona,1.6,0–3,2.3,Real Madrid,14184.0,Estadi Municipal de Montilivi,Juan Pulido
8.0,Sat,2023-09-30,21:00,Real Sociedad,1.4,3–0,1.8,Athletic Club,38229.0,Reale Arena,Jesús Gil
8.0,Sun,2023-10-01,14:00,Almería,2.9,3–3,2.9,Granada,14264.0,Power Horse Stadium,Pablo González
8.0,Sun,2023-10-01,16:15,Alavés,1.5,0–2,1.1,Osasuna,19035.0,Estadio de Mendizorroza,Jorge Figueroa
8.0,Sun,2023-10-01,21:00,Atlético Madrid,2.7,3–2,0.8,Cádiz,53421.0,Estadio Cívitas Metropolitano,Javier Villanueva
8.0,Sun,2023-10-01,21:00,Betis,1.6,3–0,0.7,Valencia,50163.0,Estadio Benito Villamarín,Ricardo de Burgos
8.0,Mon,2023-10-02,20:00,Las Palmas,1.7,2–1,1.5,Celta Vigo,22472.0,Estadio de Gran Canaria,Javier Alberola
9.0,Fri,2023-10-06,21:00,Athletic Club,1.9,3–0,0.1,Almería,43677.0,San Mamés,Víctor García
9.0,Sat,2023-10-07,14:00,Cádiz,0.4,0–1,1.2,Girona,16438.0,Estadio Nuevo Mirandilla,Juan Martínez
9.0,Sat,2023-10-07,16:15,Real Madrid,3.2,4–0,0.5,Osasuna,70864.0,Estadio Santiago Bernabéu,Guillermo Cuadra
9.0,Sat,2023-10-07,18:30,Mallorca,0.6,1–1,0.5,Valencia,17659.0,Estadi Mallorca Son Moix,Francisco Hernández
9.0,Sat,2023-10-07,21:00,Sevilla,1.0,2–2,1.0,Rayo Vallecano,35817.0,Estadio Ramón Sánchez Pizjuán,Isidro Díaz de Mera
9.0,Sun,2023-10-08,14:00,Villarreal,1.0,1–2,1.1,Las Palmas,16249.0,Estadio de la Cerámica,Alejandro Muñíz
9.0,Sun,2023-10-08,16:15,Atlético Madrid,2.2,2–1,1.2,Real Sociedad,65607.0,Estadio Cívitas Metropolitano,José Luis Munuera
9.0,Sun,2023-10-08,18:30,Alavés,1.3,1–1,0.9,Betis,18288.0,Estadio de Mendizorroza,Alejandro Hernández
9.0,Sun,2023-10-08,18:30,Celta Vigo,3.1,2–2,0.7,Getafe,17953.0,Estadio Abanca Balaídos,José Sánchez
9.0,Sun,2023-10-08,21:00,Granada,0.8,2–2,3.0,Barcelona,20354.0,Estadio Nuevo Los Cármenes,César Soto
10.0,Fri,2023-10-20,21:00,Osasuna,2.1,2–0,0.6,Granada,19739.0,Estadio El Sadar,Mateo Busquets
10.0,Sat,2023-10-21,14:00,Real Sociedad,1.3,1–0,1.9,Mallorca,31279.0,Reale Arena,Jorge Figueroa
10.0,Sat,2023-10-21,16:15,Getafe,1.5,1–1,1.1,Betis,13926.0,Coliseum Alfonso Pérez,César Soto
10.0,Sat,2023-10-21,18:30,Sevilla,1.5,1–1,1.6,Real Madrid,41212.0,Estadio Ramón Sánchez Pizjuán,Ricardo de Burgos
10.0,Sat,2023-10-21,21:00,Celta Vigo,0.9,0–3,1.8,Atlético Madrid,20282.0,Estadio Abanca Balaídos,Guillermo Cuadra
10.0,Sun,2023-10-22,13:00,Las Palmas,1.3,0–1,1.4,Rayo Vallecano,24548.0,Estadio de Gran Canaria,Javier Villanueva
10.0,Sun,2023-10-22,16:15,Girona,1.9,5–2,1.0,Almería,12884.0,Estadi Municipal de Montilivi,Miguel Ángel Ortiz Arias
10.0,Sun,2023-10-22,18:30,Villarreal,1.5,1–1,1.7,Alavés,17498.0,Estadio de la Cerámica,Jesús Gil
10.0,Sun,2023-10-22,21:00,Barcelona,1.3,1–0,0.4,Athletic Club,38194.0,Estadi Olímpic Lluís Companys,Juan Martínez
10.0,Mon,2023-10-23,21:00,Valencia,1.5,2–0,0.6,Cádiz,41647.0,Estadio de Mestalla,Pablo González
11.0,Fri,2023-10-27,21:00,Girona,0.6,1–0,0.2,Celta Vigo,12671.0,Estadi Municipal de Montilivi,Isidro Díaz de Mera
11.0,Sat,2023-10-28,14:00,Almería,0.3,1–2,0.9,Las Palmas,12132.0,Power Horse Stadium,Francisco Hernández
11.0,Sat,2023-10-28,16:15,Barcelona,1.5,1–2,1.1,Real Madrid,50112.0,Estadi Olímpic Lluís Companys,Jesús Gil
11.0,Sat,2023-10-28,18:30,Mallorca,0.9,0–0,0.2,Getafe,15310.0,Estadi Mallorca Son Moix,Pablo González
11.0,Sat,2023-10-28,21:00,Cádiz,1.1,2–2,1.2,Sevilla,18886.0,Estadio Nuevo Mirandilla,César Soto
11.0,Sun,2023-10-29,14:00,Betis,1.2,2–1,0.4,Osasuna,49123.0,Estadio Benito Villamarín,José Sánchez
11.0,Sun,2023-10-29,16:15,Rayo Vallecano,1.0,2–2,2.0,Real Sociedad,12790.0,Estadio del Rayo Vallecano,Mateo Busquets
11.0,Sun,2023-10-29,18:30,Athletic Club,1.9,2–2,1.9,Valencia,46563.0,San Mamés,Jorge Figueroa
11.0,Sun,2023-10-29,21:00,Atlético Madrid,1.3,2–1,0.5,Alavés,50009.0,Estadio Cívitas Metropolitano,Alejandro Muñíz
11.0,Mon,2023-10-30,21:00,Granada,2.1,2–3,1.6,Villarreal,16638.0,Estadio Nuevo Los Cármenes,Javier Villanueva
12.0,Fri,2023-11-03,20:00,Las Palmas,0.4,2–1,1.2,Atlético Madrid,30080.0,Estadio de Gran Canaria,Mario Melero
12.0,Sat,2023-11-04,14:00,Osasuna,1.4,2–4,2.2,Girona,20100.0,Estadio El Sadar,José Luis Munuera
12.0,Sat,2023-11-04,16:15,Betis,2.2,2–0,0.6,Mallorca,50909.0,Estadio Benito Villamarín,Miguel Ángel Ortiz Arias
12.0,Sat,2023-11-04,18:30,Celta Vigo,2.1,1–1,0.9,Sevilla,19023.0,Estadio Abanca Balaídos,Alejandro Hernández
12.0,Sat,2023-11-04,21:00,Real Sociedad,0.9,0–1,1.2,Barcelona,37555.0,Reale Arena,Javier Alberola
12.0,Sun,2023-11-05,14:00,Alavés,2.4,1–0,0.5,Almería,16380.0,Estadio de Mendizorroza,Juan Pulido
12.0,Sun,2023-11-05,16:15,Valencia,1.2,1–0,0.5,Granada,44922.0,Estadio de Mestalla,Víctor García
12.0,Sun,2023-11-05,18:30,Villarreal,2.1,2–3,2.3,Athletic Club,18709.0,Estadio de la Cerámica,Guillermo Cuadra
12.0,Sun,2023-11-05,21:00,Real Madrid,2.2,0–0,0.1,Rayo Vallecano,70220.0,Estadio Santiago Bernabéu,Juan Martínez
12.0,Mon,2023-11-06,21:00,Getafe,1.2,1–0,0.5,Cádiz,9853.0,Coliseum Alfonso Pérez,Ricardo de Burgos
13.0,Fri,2023-11-10,21:00,Athletic Club,4.6,4–3,2.1,Celta Vigo,44435.0,San Mamés,Juan Pulido
13.0,Sat,2023-11-11,14:00,Rayo Vallecano,1.7,1–2,4.5,Girona,13177.0,Estadio del Rayo Vallecano,Pablo González
13.0,Sat,2023-11-11,16:15,Almería,0.4,1–3,2.4,Real Sociedad,13016.0,Power Horse Stadium,Isidro Díaz de Mera
13.0,Sat,2023-11-11,18:30,Osasuna,1.0,1–1,0.4,Las Palmas,20125.0,Estadio El Sadar,Jorge Figueroa
13.0,Sat,2023-11-11,18:30,Granada,1.7,1–1,2.3,Getafe,18103.0,Estadio Nuevo Los Cármenes,Alejandro Muñíz
13.0,Sat,2023-11-11,21:00,Real Madrid,1.7,5–1,1.7,Valencia,72475.0,Estadio Santiago Bernabéu,José Sánchez
13.0,Sun,2023-11-12,16:15,Barcelona,1.6,2–1,1.7,Alavés,38183.0,Estadi Olímpic Lluís Companys,Mateo Busquets
13.0,Sun,2023-11-12,18:30,Sevilla,0.7,1–1,1.8,Betis,42222.0,Estadio Ramón Sánchez Pizjuán,Jesús Gil
13.0,Sun,2023-11-12,21:00,Atlético Madrid,3.9,3–1,0.8,Villarreal,56632.0,Estadio Cívitas Metropolitano,Francisco Hernández
14.0,Fri,2023-11-24,21:00,Alavés,0.8,3–1,1.1,Granada,15705.0,Estadio de Mendizorroza,Javier Alberola
14.0,Sat,2023-11-25,14:00,Rayo Vallecano,0.7,1–1,1.0,Barcelona,14148.0,Estadio del Rayo Vallecano,José Luis Munuera
14.0,Sat,2023-11-25,16:15,Valencia,0.5,0–0,0.8,Celta Vigo,43375.0,Estadio de Mestalla,César Soto
14.0,Sat,2023-11-25,18:30,Getafe,1.2,2–1,1.8,Almería,10906.0,Coliseum Alfonso Pérez,Alejandro Hernández
14.0,Sat,2023-11-25,21:00,Atlético Madrid,1.7,1–0,1.1,Mallorca,58119.0,Estadio Cívitas Metropolitano,Juan Martínez
14.0,Sun,2023-11-26,14:00,Villarreal,2.4,3–1,1.0,Osasuna,16389.0,Estadio de la Cerámica,Ricardo de Burgos
14.0,Sun,2023-11-26,16:15,Real Sociedad,0.7,2–1,0.6,Sevilla,33879.0,Reale Arena,Miguel Ángel Ortiz Arias
14.0,Sun,2023-11-26,18:30,Cádiz,1.2,0–3,1.6,Real Madrid,20325.0,Estadio Nuevo Mirandilla,Guillermo Cuadra
14.0,Sun,2023-11-26,21:00,Betis,1.4,1–0,0.6,Las Palmas,48132.0,Estadio Benito Villamarín,Víctor García
14.0,Mon,2023-11-27,21:00,Girona,1.3,1–1,1.5,Athletic Club,13123.0,Estadi Municipal de Montilivi,Mario Melero
13.0,Wed,2023-11-29,21:00,Mallorca,1.1,1–1,0.3,Cádiz,13821.0,Estadi Mallorca Son Moix,Javier Villanueva
15.0,Fri,2023-12-01,20:00,Las Palmas,1.5,2–0,0.9,Getafe,21912.0,Estadio de Gran Canaria,Mateo Busquets
15.0,Sat,2023-12-02,14:00,Girona,1.6,2–1,1.0,Valencia,13343.0,Estadi Municipal de Montilivi,Javier Villanueva
15.0,Sat,2023-12-02,16:15,Athletic Club,1.3,4–0,0.5,Rayo Vallecano,44689.0,San Mamés,Francisco Hernández
15.0,Sat,2023-12-02,18:30,Real Madrid,1.8,2–0,0.1,Granada,70685.0,Estadio Santiago Bernabéu,Pablo González
15.0,Sat,2023-12-02,21:00,Osasuna,0.7,1–1,1.7,Real Sociedad,20859.0,Estadio El Sadar,Juan Pulido
15.0,Sun,2023-12-03,14:00,Mallorca,0.8,0–0,0.3,Alavés,15090.0,Estadi Mallorca Son Moix,Jorge Figueroa
15.0,Sun,2023-12-03,16:15,Almería,2.4,0–0,0.5,Betis,14253.0,Power Horse Stadium,Alejandro Muñíz
15.0,Sun,2023-12-03,18:30,Sevilla,1.8,1–1,1.2,Villarreal,33898.0,Estadio Ramón Sánchez Pizjuán,Isidro Díaz de Mera
15.0,Sun,2023-12-03,21:00,Barcelona,2.6,1–0,0.6,Atlético Madrid,34568.0,Estadi Olímpic Lluís Companys,José Sánchez
15.0,Mon,2023-12-04,21:00,Celta Vigo,2.4,1–1,0.3,Cádiz,17302.0,Estadio Abanca Balaídos,Jesús Gil
16.0,Fri,2023-12-08,21:00,Getafe,0.7,1–0,0.1,Valencia,11515.0,Coliseum Alfonso Pérez,Guillermo Cuadra
16.0,Sat,2023-12-09,14:00,Alavés,1.9,0–1,0.4,Las Palmas,15971.0,Estadio de Mendizorroza,José Luis Munuera
16.0,Sat,2023-12-09,16:15,Betis,1.3,1–1,1.0,Real Madrid,52756.0,Estadio Benito Villamarín,César Soto
16.0,Sat,2023-12-09,18:30,Villarreal,2.2,0–3,1.5,Real Sociedad,19344.0,Estadio de la Cerámica,Mario Melero
16.0,Sat,2023-12-09,21:00,Mallorca,0.5,1–0,0.6,Sevilla,16041.0,Estadi Mallorca Son Moix,Javier Alberola
16.0,Sun,2023-12-10,14:00,Atlético Madrid,2.2,2–1,1.3,Almería,55473.0,Estadio Cívitas Metropolitano,Ricardo de Burgos
16.0,Sun,2023-12-10,18:30,Cádiz,0.9,1–1,1.6,Osasuna,18356.0,Estadio Nuevo Mirandilla,Juan Martínez
16.0,Sun,2023-12-10,21:00,Barcelona,3.7,2–4,2.5,Girona,42848.0,Estadi Olímpic Lluís Companys,Isidro Díaz de Mera
16.0,Mon,2023-12-11,21:00,Granada,0.7,1–1,1.1,Athletic Club,12849.0,Estadio Nuevo Los Cármenes,Miguel Ángel Ortiz Arias
16.0,Mon,2023-12-11,21:00,Rayo Vallecano,1.2,0–0,0.1,Celta Vigo,11796.0,Estadio del Rayo Vallecano,Víctor García
17.0,Fri,2023-12-15,21:00,Osasuna,1.2,1–0,0.7,Rayo Vallecano,18586.0,Estadio El Sadar,Javier Villanueva
17.0,Sat,2023-12-16,14:00,Celta Vigo,1.4,1–0,0.5,Granada,18027.0,Estadio Abanca Balaídos,José Sánchez
17.0,Sat,2023-12-16,16:15,Athletic Club,2.4,2–0,0.4,Atlético Madrid,48781.0,San Mamés,Jesús Gil
17.0,Sat,2023-12-16,18:30,Sevilla,1.0,0–3,2.4,Getafe,30005.0,Estadio Ramón Sánchez Pizjuán,Juan Pulido
17.0,Sat,2023-12-16,21:00,Valencia,0.5,1–1,3.2,Barcelona,46492.0,Estadio de Mestalla,Miguel Ángel Ortiz Arias
17.0,Sun,2023-12-17,14:00,Almería,0.3,0–0,1.9,Mallorca,11936.0,Power Horse Stadium,Pablo González
17.0,Sun,2023-12-17,16:15,Real Sociedad,1.1,0–0,1.1,Betis,33172.0,Reale Arena,Mateo Busquets
17.0,Sun,2023-12-17,17:30,Las Palmas,0.7,1–1,1.6,Cádiz,25275.0,Estadio de Gran Canaria,Alejandro Muñíz
17.0,Sun,2023-12-17,21:00,Real Madrid,2.3,4–1,0.8,Villarreal,70500.0,Estadio Santiago Bernabéu,Jorge Figueroa
17.0,Mon,2023-12-18,21:00,Girona,1.7,3–0,0.7,Alavés,11812.0,Estadi Municipal de Montilivi,Francisco Hernández
18.0,Tue,2023-12-19,19:00,Rayo Vallecano,0.3,0–1,0.3,Valencia,12290.0,Estadio del Rayo Vallecano,Javier Alberola
18.0,Tue,2023-12-19,21:30,Atlético Madrid,2.0,3–3,2.0,Getafe,46401.0,Estadio Cívitas Metropolitano,José Luis Munuera
18.0,Tue,2023-12-19,21:30,Granada,0.9,0–3,0.5,Sevilla,16534.0,Estadio Nuevo Los Cármenes,Mateo Busquets
18.0,Wed,2023-12-20,19:00,Barcelona,3.4,3–2,1.6,Almería,34471.0,Estadi Olímpic Lluís Companys,Guillermo Cuadra
18.0,Wed,2023-12-20,21:30,Athletic Club,3.4,1–0,0.3,Las Palmas,39471.0,San Mamés,Juan Martínez
18.0,Wed,2023-12-20,21:30,Villarreal,2.4,3–2,1.3,Celta Vigo,14687.0,Estadio de la Cerámica,César Soto
18.0,Thu,2023-12-21,19:00,Cádiz,1.0,0–0,0.5,Real Sociedad,17693.0,Estadio Nuevo Mirandilla,Javier Villanueva
18.0,Thu,2023-12-21,19:00,Betis,1.5,1–1,1.7,Girona,51394.0,Estadio Benito Villamarín,Ricardo de Burgos
18.0,Thu,2023-12-21,21:30,Alavés,0.6,0–1,0.6,Real Madrid,19275.0,Estadio de Mendizorroza,Isidro Díaz de Mera
18.0,Thu,2023-12-21,21:30,Mallorca,1.1,3–2,1.6,Osasuna,14192.0,Estadi Mallorca Son Moix,Mario Melero
4.0,Sat,2023-12-23,16:15,Atlético Madrid,0.9,1–0,0.3,Sevilla,64308.0,Estadio Cívitas Metropolitano,César Soto
19.0,Tue,2024-01-02,17:00,Getafe,0.4,0–2,1.9,Rayo Vallecano,11204.0,Estadio Cívitas Metropolitano,Jorge Figueroa
19.0,Tue,2024-01-02,19:15,Real Sociedad,1.2,1–1,1.0,Alavés,34051.0,Reale Arena,Víctor García
19.0,Tue,2024-01-02,21:30,Valencia,2.8,3–1,0.5,Villarreal,44973.0,Estadio de Mestalla,Jesús Gil
19.0,Wed,2024-01-03,17:00,Granada,3.0,2–0,0.8,Cádiz,17732.0,Estadio Nuevo Los Cármenes,Juan Pulido
19.0,Wed,2024-01-03,19:15,Real Madrid,1.7,1–0,0.6,Mallorca,72394.0,Estadio Santiago Bernabéu,Alejandro Muñíz
19.0,Wed,2024-01-03,19:15,Celta Vigo,2.7,2–1,1.4,Betis,21105.0,Estadio Abanca Balaídos,Miguel Ángel Ortiz Arias
19.0,Wed,2024-01-03,21:30,Girona,2.3,4–3,2.3,Atlético Madrid,13804.0,Estadi Municipal de Montilivi,Alejandro Hernández
19.0,Thu,2024-01-04,17:00,Osasuna,1.3,1–0,0.2,Almería,20391.0,Estadio El Sadar,César Soto
19.0,Thu,2024-01-04,19:15,Sevilla,0.7,0–2,1.3,Athletic Club,28366.0,Estadio Ramón Sánchez Pizjuán,José Sánchez
19.0,Thu,2024-01-04,20:30,Las Palmas,0.7,1–2,2.4,Barcelona,31712.0,Estadio de Gran Canaria,Pablo González
20.0,Fri,2024-01-12,21:00,Sevilla,2.2,2–3,2.0,Alavés,34225.0,Estadio Ramón Sánchez Pizjuán,Alejandro Hernández
20.0,Sat,2024-01-13,13:00,Las Palmas,0.8,3–0,2.0,Villarreal,24485.0,Estadio de Gran Canaria,Javier Villanueva
20.0,Sat,2024-01-13,16:15,Mallorca,1.8,1–1,0.6,Celta Vigo,21130.0,Estadi Mallorca Son Moix,Víctor García
20.0,Sat,2024-01-13,18:30,Athletic Club,1.6,2–1,1.1,Real Sociedad,51475.0,San Mamés,José Luis Munuera
20.0,Sat,2024-01-13,21:00,Betis,1.8,1–0,0.5,Granada,50197.0,Estadio Benito Villamarín,Guillermo Cuadra
20.0,Sun,2024-01-14,14:00,Almería,1.7,0–0,0.3,Girona,12111.0,Power Horse Stadium,Mateo Busquets
20.0,Sun,2024-01-14,16:15,Cádiz,1.1,1–4,1.9,Valencia,18622.0,Estadio Nuevo Mirandilla,Isidro Díaz de Mera
21.0,Fri,2024-01-19,21:00,Alavés,2.0,1–0,0.3,Cádiz,15838.0,Estadio de Mendizorroza,Alejandro Muñíz
21.0,Sat,2024-01-20,14:00,Rayo Vallecano,1.6,0–2,0.7,Las Palmas,12477.0,Estadio del Rayo Vallecano,Mario Melero
21.0,Sat,2024-01-20,16:15,Villarreal,1.9,1–1,0.4,Mallorca,16479.0,Estadio de la Cerámica,Miguel Ángel Ortiz Arias
21.0,Sat,2024-01-20,18:30,Valencia,0.9,1–0,0.5,Athletic Club,45344.0,Estadio de Mestalla,Juan Pulido
21.0,Sat,2024-01-20,21:00,Celta Vigo,0.3,0–1,0.8,Real Sociedad,20901.0,Estadio Abanca Balaídos,Jorge Figueroa
21.0,Sun,2024-01-21,14:00,Osasuna,1.2,3–2,1.4,Getafe,18811.0,Estadio El Sadar,José Sánchez
21.0,Sun,2024-01-21,16:15,Real Madrid,2.2,3–2,0.9,Almería,72044.0,Estadio Santiago Bernabéu,Francisco Hernández
21.0,Sun,2024-01-21,18:30,Betis,1.1,2–4,3.0,Barcelona,53288.0,Estadio Benito Villamarín,Jesús Gil
21.0,Sun,2024-01-21,21:00,Girona,2.3,5–1,0.7,Sevilla,13092.0,Estadi Municipal de Montilivi,Pablo González
21.0,Mon,2024-01-22,21:00,Granada,0.6,0–1,1.2,Atlético Madrid,18704.0,Estadio Nuevo Los Cármenes,Juan Martínez
22.0,Fri,2024-01-26,21:00,Almería,1.4,0–3,1.8,Alavés,13817.0,Power Horse Stadium,Miguel Ángel Ortiz Arias
22.0,Sat,2024-01-27,14:00,Real Sociedad,0.2,0–0,0.1,Rayo Vallecano,32528.0,Reale Arena,Alejandro Hernández
22.0,Sat,2024-01-27,15:15,Las Palmas,0.7,1–2,2.3,Real Madrid,32037.0,Estadio de Gran Canaria,César Soto
22.0,Sat,2024-01-27,18:30,Barcelona,2.2,3–5,2.1,Villarreal,46229.0,Estadi Olímpic Lluís Companys,José Luis Munuera
22.0,Sat,2024-01-27,21:00,Mallorca,1.5,0–1,0.4,Betis,20051.0,Estadi Mallorca Son Moix,Javier Villanueva
22.0,Sun,2024-01-28,14:00,Celta Vigo,0.6,0–1,0.9,Girona,20684.0,Estadio Abanca Balaídos,Mario Melero
22.0,Sun,2024-01-28,16:15,Cádiz,0.4,0–0,0.2,Athletic Club,18839.0,Estadio Nuevo Mirandilla,Mateo Busquets
22.0,Sun,2024-01-28,18:30,Sevilla,0.8,1–1,1.2,Osasuna,36640.0,Estadio Ramón Sánchez Pizjuán,Guillermo Cuadra
22.0,Sun,2024-01-28,21:00,Atlético Madrid,2.4,2–0,0.5,Valencia,59493.0,Estadio Cívitas Metropolitano,Ricardo de Burgos
22.0,Mon,2024-01-29,21:00,Getafe,1.3,2–0,1.9,Granada,10382.0,Coliseum Alfonso Pérez,Víctor García
20.0,Wed,2024-01-31,19:00,Barcelona,1.9,1–0,1.0,Osasuna,37888.0,Estadi Olímpic Lluís Companys,Jorge Figueroa
20.0,Wed,2024-01-31,21:00,Atlético Madrid,1.0,2–1,0.4,Rayo Vallecano,47003.0,Estadio Cívitas Metropolitano,César Soto
20.0,Thu,2024-02-01,21:00,Getafe,0.8,0–2,2.0,Real Madrid,15264.0,Coliseum Alfonso Pérez,Ricardo de Burgos
23.0,Fri,2024-02-02,21:00,Athletic Club,1.7,4–0,0.4,Mallorca,47061.0,San Mamés,Jorge Figueroa
23.0,Sat,2024-02-03,14:00,Valencia,1.4,2–1,1.9,Almería,42877.0,Estadio de Mestalla,Alejandro Muñíz
23.0,Sat,2024-02-03,16:15,Granada,0.1,1–1,1.0,Las Palmas,17941.0,Estadio Nuevo Los Cármenes,Mateo Busquets
23.0,Sat,2024-02-03,18:30,Alavés,1.0,1–3,1.2,Barcelona,19480.0,Estadio de Mendizorroza,Juan Martínez
23.0,Sat,2024-02-03,21:00,Girona,0.7,0–0,0.6,Real Sociedad,13755.0,Estadi Municipal de Montilivi,Jesús Gil
23.0,Sun,2024-02-04,14:00,Villarreal,1.2,0–0,0.7,Cádiz,17183.0,Estadio de la Cerámica,Pablo González
23.0,Sun,2024-02-04,16:15,Osasuna,1.1,0–3,1.1,Celta Vigo,20030.0,Estadio El Sadar,Javier Alberola
23.0,Sun,2024-02-04,18:30,Betis,1.6,1–1,1.5,Getafe,53336.0,Estadio Benito Villamarín,Juan Pulido
23.0,Sun,2024-02-04,21:00,Real Madrid,1.9,1–1,1.1,Atlético Madrid,76732.0,Estadio Santiago Bernabéu,José Sánchez
23.0,Mon,2024-02-05,21:00,Rayo Vallecano,1.8,1–2,1.3,Sevilla,12546.0,Estadio del Rayo Vallecano,Francisco Hernández
24.0,Fri,2024-02-09,21:00,Cádiz,0.8,0–2,1.0,Betis,15346.0,Estadio Nuevo Mirandilla,Ricardo de Burgos
24.0,Sat,2024-02-10,14:00,Alavés,1.8,1–1,1.2,Villarreal,14523.0,Estadio de Mendizorroza,Mario Melero
24.0,Sat,2024-02-10,16:15,Real Sociedad,1.5,0–1,0.5,Osasuna,32905.0,Reale Arena,Isidro Díaz de Mera
24.0,Sat,2024-02-10,18:30,Real Madrid,3.2,4–0,0.3,Girona,76585.0,Estadio Santiago Bernabéu,Juan Martínez
24.0,Sat,2024-02-10,20:00,Las Palmas,1.3,2–0,0.5,Valencia,25633.0,Estadio de Gran Canaria,Guillermo Cuadra
24.0,Sun,2024-02-11,14:00,Getafe,2.1,3–2,1.2,Celta Vigo,11502.0,Coliseum Alfonso Pérez,Alejandro Hernández
24.0,Sun,2024-02-11,16:15,Mallorca,0.9,2–1,1.6,Rayo Vallecano,16735.0,Estadi Mallorca Son Moix,José Luis Munuera
24.0,Sun,2024-02-11,18:30,Sevilla,1.0,1–0,1.5,Atlético Madrid,31528.0,Estadio Ramón Sánchez Pizjuán,Javier Villanueva
24.0,Sun,2024-02-11,21:00,Barcelona,2.3,3–3,1.4,Granada,41901.0,Estadi Olímpic Lluís Companys,Miguel Ángel Ortiz Arias
24.0,Mon,2024-02-12,21:00,Almería,0.9,0–0,0.7,Athletic Club,12863.0,Power Horse Stadium,Víctor García
25.0,Fri,2024-02-16,21:00,Villarreal,1.2,1–1,0.8,Getafe,16869.0,Estadio de la Cerámica,Javier Alberola
25.0,Sat,2024-02-17,14:00,Atlético Madrid,3.5,5–0,0.7,Las Palmas,61196.0,Estadio Cívitas Metropolitano,Jorge Figueroa
25.0,Sat,2024-02-17,16:15,Osasuna,2.0,2–0,0.5,Cádiz,19525.0,Estadio El Sadar,Francisco Hernández
25.0,Sat,2024-02-17,18:30,Celta Vigo,0.8,1–2,1.5,Barcelona,23096.0,Estadio Abanca Balaídos,Juan Pulido
25.0,Sat,2024-02-17,21:00,Valencia,1.0,0–0,0.0,Sevilla,44506.0,Estadio de Mestalla,César Soto
25.0,Sun,2024-02-18,14:00,Rayo Vallecano,1.1,1–1,1.1,Real Madrid,14354.0,Estadio del Rayo Vallecano,Alejandro Muñíz
25.0,Sun,2024-02-18,16:15,Granada,2.0,1–1,1.4,Almería,18756.0,Estadio Nuevo Los Cármenes,Jesús Gil
25.0,Sun,2024-02-18,18:30,Mallorca,0.1,1–2,1.1,Real Sociedad,18153.0,Estadi Mallorca Son Moix,Pablo González
25.0,Sun,2024-02-18,21:00,Betis,0.8,0–0,0.5,Alavés,43514.0,Estadio Benito Villamarín,Mateo Busquets
25.0,Mon,2024-02-19,21:00,Athletic Club,1.8,3–2,2.1,Girona,46220.0,San Mamés,José Sánchez
26.0,Fri,2024-02-23,21:00,Real Sociedad,1.5,1–3,1.0,Villarreal,30609.0,Reale Arena,Javier Villanueva
26.0,Sat,2024-02-24,16:15,Barcelona,3.1,4–0,0.5,Getafe,36803.0,Estadi Olímpic Lluís Companys,Alejandro Muñíz
26.0,Sat,2024-02-24,18:30,Alavés,0.5,1–1,2.2,Mallorca,16102.0,Estadio de Mendizorroza,Víctor García
26.0,Sat,2024-02-24,21:00,Almería,0.5,2–2,1.5,Atlético Madrid,14472.0,Power Horse Stadium,Javier Alberola
26.0,Sun,2024-02-25,14:00,Cádiz,2.2,2–2,0.7,Celta Vigo,18123.0,Estadio Nuevo Mirandilla,Miguel Ángel Ortiz Arias
26.0,Sun,2024-02-25,16:15,Betis,1.2,3–1,0.2,Athletic Club,53537.0,Estadio Benito Villamarín,Guillermo Cuadra
26.0,Sun,2024-02-25,17:30,Las Palmas,0.7,1–1,0.7,Osasuna,25075.0,Estadio de Gran Canaria,José Luis Munuera
26.0,Sun,2024-02-25,21:00,Real Madrid,1.0,1–0,0.8,Sevilla,74969.0,Estadio Santiago Bernabéu,Isidro Díaz de Mera
26.0,Mon,2024-02-26,21:00,Girona,2.2,3–0,0.5,Rayo Vallecano,8923.0,Estadi Municipal de Montilivi,Ricardo de Burgos
27.0,Fri,2024-03-01,21:00,Celta Vigo,1.5,1–0,0.1,Almería,18005.0,Estadio Abanca Balaídos,José Sánchez
27.0,Sat,2024-03-02,14:00,Sevilla,2.0,3–2,1.5,Real Sociedad,35884.0,Estadio Ramón Sánchez Pizjuán,Mateo Busquets
27.0,Sat,2024-03-02,16:15,Rayo Vallecano,0.7,1–1,1.0,Cádiz,12272.0,Estadio del Rayo Vallecano,Javier Alberola
27.0,Sat,2024-03-02,18:30,Getafe,2.3,3–3,1.6,Las Palmas,7623.0,Coliseum Alfonso Pérez,Pablo González
27.0,Sat,2024-03-02,21:00,Valencia,1.1,2–2,2.2,Real Madrid,47427.0,Estadio de Mestalla,Jesús Gil
27.0,Sun,2024-03-03,14:00,Villarreal,2.0,5–1,0.5,Granada,15896.0,Estadio de la Cerámica,Juan Pulido
